SaleID,SKU Code,Date,Quantity
54,JAN8638-KR-NP-XL,2024-01-28,1
55,J0088-TP-XL,2024-01-25,1
56,JNE3395-KR-L,2024-02-27,1
57,SET232-KR-PP-S,2024-10-23,5
58,MEN5030-KR-M,2024-05-13,1
59,JNE3742-KR-M,2024-11-26,2
60,BL093-XS,2024-09-05,5
61,JNE3474-KR-XXL,2024-02-07,5
62,J0084-TP-XXL,2024-03-15,5
63,SET153-KR-NP-M,2024-05-21,3
64,J0087-TP-XXL,2024-11-17,3
65,SET210-KR-PP-XS,2024-06-16,3
66,JNE3872-KR-XXL,2024-09-15,4
67,SET217-KR-PP-L,2024-12-20,2
68,MEN5028-KR-XL,2024-08-12,5
69,SET220-KR-PP-XL,2024-05-31,5
70,SET324-KR-NP-L,2024-01-19,3
71,J0049-TP-XXXL,2024-05-25,5
72,JNE3608-KR-M,2024-08-28,5
73,JNE3604-KR-M,2024-12-09,1
74,JNE3853-KR-XXL,2024-08-24,5
75,SET330-KR-PP-L,2024-02-04,4
76,SET346-KR-PP-XS,2024-07-08,3
77,SAR041,2024-01-01,2
78,JNE3671-TU-M,2024-06-01,2
79,J0249-SKD-XXXL,2024-05-05,1
80,BL006-54BLACK,2024-12-10,2
81,SET235-KR-PP-L,2024-08-13,2
82,J0351-SET-M,2024-08-08,3
83,JNE3707-DR-M,2024-07-29,3
84,J0244-SKD-XXXL,2024-01-25,4
85,J0385-KR-S,2024-01-16,1
86,JNE3668-TP-XL,2024-06-30,2
87,JNE3733-KR-L,2024-11-24,4
88,MEN5007-KR-S,2024-05-08,1
89,BTM039-PP-XXXL,2024-02-11,2
90,JNE3778-KR-XS,2024-12-01,2
91,JNE3256-KR-XL,2024-08-23,3
92,JNE3826-KR-S,2024-12-25,5
93,JAN8643-KR-XXL,2024-02-03,1
94,JNE3842-KR-XXL,2024-12-10,2
95,SET301-KR-PP-XL,2024-02-14,1
96,JAN8644-TP-XXL,2024-05-13,4
97,SAR048,2024-01-21,4
98,J0334-TP-XXXL,2024-05-01,5
99,SET403-KR-NP-M,2024-03-10,2
100,J0391-TP-XL,2024-12-17,3
101,SET260-KR-PP-XXL,2024-12-26,2
102,JNE3633-KR-XXXL,2024-02-17,1
103,SET251-KR-PP-S,2024-02-08,4
104,JNE3394-KR-XS,2024-10-13,1
105,J0089-TP-XL,2024-01-10,5
106,SET043-KR-NP-XXL,2024-01-30,4
107,BTM058-SHA-S,2024-08-31,3
108,NW003-TP-PJ-XXXL,2024-09-30,4
109,SET431-KR-NP-XS,2024-03-28,2
110,NW007-ST-CP-XXXL,2024-08-31,2
111,JNE3520-KR-S,2024-11-24,4
112,BL102-M,2024-01-15,5
113,JNE3647-TP-L,2024-01-04,2
114,JNE3790-KR-XXL,2024-07-09,2
115,SET185-KR-NP-XL,2024-06-16,3
116,NW029-ST-SR-XXL,2024-01-09,4
117,J0158-DR-XXXL,2024-04-18,2
118,SET209-KR-PP-L,2024-05-16,5
119,J0047-TP-XXL,2024-06-02,1
120,J0402-DR-L,2024-07-27,4
121,SET053-KR-NP-M,2024-09-28,3
122,SET357-KR-NP-XXL,2024-05-22,2
123,JNE3643-TP-L,2024-04-08,5
124,JNE3796-KR-XXL,2024-11-03,4
125,J0199-SET-L,2024-03-09,5
126,SET135-KR-PP-L,2024-09-03,5
127,JNE3861-DR-XL,2024-09-17,3
128,NW001-TP-PJ-S,2024-10-02,4
129,J0186-SET-XXL,2024-03-19,2
130,JNE09300-PURPLE-SR-JB6102PV,2024-05-25,3
131,JNE3548-KR-M,2024-04-20,2
132,J0093-DR-XXXL,2024-09-14,1
133,JNE3925-TU-XL,2024-04-02,5
134,JAN8660-KR-NP-S,2024-01-13,1
135,JNE3781-KR-XXXL,2024-09-16,5
136,J0385-KR-L,2024-04-18,3
137,JNE3294-KR-XS,2024-11-25,2
138,JNE3704-KR-S,2024-07-07,2
139,J0184-KR-XL,2024-04-04,3
140,JNE3728-KR-L,2024-04-14,4
141,SET044-KR-NP-XXL,2024-01-08,1
142,J0132-KR-S,2024-03-07,1
143,MEN5014-KR-L,2024-07-09,2
144,JNE3774-KR-XS,2024-09-12,2
145,SET110-KR-PP-S,2024-01-09,2
146,SET386-KR-NP-XS,2024-04-26,3
147,JNE3725-KR-XL,2024-09-23,4
148,JNE3718-KR-L,2024-04-08,1
149,JNE3500-KR-XL,2024-10-24,5
150,JNE3368-KR-XXXL,2024-06-12,3
151,J0012-SKD-XXXL,2024-05-20,1
152,J0240-SKD-XXL,2024-09-24,4
153,SET233-KR-PP-L,2024-02-06,3
154,J0160-TP-XL,2024-03-14,1
155,JNE1978-KR-238-XS,2024-03-13,3
156,JNE3371-KR-S,2024-11-03,1
157,JNE3664-TP-M,2024-07-17,1
158,J0214-TP-XXL,2024-05-09,4
159,JNE3900-KR-XS,2024-09-02,5
160,J0130-SET-M,2024-11-07,4
161,JNE3265-KR-XL,2024-02-29,1
162,SET130-KR-NP-M,2024-10-05,3
163,SAR138,2024-04-12,4
164,J0180-DR-XS,2024-10-22,5
165,JNE3356-KR-L,2024-11-15,1
166,J0020-SET-L,2024-12-06,4
167,JNE3565-KR-S,2024-05-30,4
168,J0046-TP-XL,2024-06-05,4
169,SET262-KR-NP-XS,2024-07-24,4
170,JNE3773-KR-S,2024-06-27,3
171,SET044-KR-NP-XXL,2024-07-15,5
172,JNE3892-TP-XL,2024-08-10,5
173,JNE3667-TP-L,2024-03-29,1
174,JNE3654-TP-M,2024-10-13,2
175,J0190-TP-XXXL,2024-10-02,3
176,JNE3763-KR-M,2024-08-23,1
177,JNE3718-KR-XXL,2024-07-01,1
178,JNE3614-KR-XL,2024-07-27,4
179,JNE3068-KR-L,2024-05-09,2
180,BL101-XL,2024-06-01,2
181,JNE3462-KR-XS,2024-01-13,3
182,SET396-KR-PP-XXL,2024-05-01,2
183,JNE3489-KR-L,2024-12-24,1
184,J0307-TP-S,2024-08-07,2
185,SET234-KR-PP-XL,2024-04-15,2
186,JAN8605-KR-NP-M,2024-03-10,5
187,SET195-KR-NP-XL,2024-07-13,1
188,BL100-XS,2024-07-04,2
189,PJNE2270-KR-4XL,2024-04-08,2
190,J0231-SKD-L,2024-03-22,4
191,JNE3844-KR-XL,2024-03-15,2
192,SET365-KR-NP-M,2024-12-05,2
193,JNE3472-KR-XL,2024-07-10,5
194,J0343-DR-L,2024-11-20,1
195,J0012-SKD-S,2024-08-01,3
196,J0415-DR-S,2024-11-10,1
197,NW038-ST-SR-XXL,2024-11-13,4
198,JNE3895-TP-L,2024-05-23,1
199,J0239-SKD-L,2024-08-03,2
200,SET289-KR-NP-XXL,2024-12-26,4
201,JAN8601-KR-M,2024-11-19,1
202,J0195-TP-XXL,2024-01-15,4
203,J0213-TP-S,2024-08-04,3
204,SET346-KR-PP-L,2024-02-04,1
205,JAN8614-TP-M,2024-07-01,2
206,J0235-SKD-M,2024-09-26,4
207,JNE3758-KR-S,2024-12-23,5
208,AN208-MUSTARD-M,2024-04-09,4
209,J0321-KR-M,2024-01-07,5
210,JNE3565-KR-M,2024-01-30,2
211,J0207-DR-XL,2024-10-31,3
212,SET261-KR-PP-L,2024-05-23,5
213,SET252-KR-PP-XXL,2024-04-20,3
214,JNE3905-DR-L,2024-08-19,4
215,JNE3718-KR-XS,2024-06-27,2
216,JNE3437-KR-M,2024-03-12,5
217,BTM003-M,2024-07-28,4
218,JNE3844-KR-XL,2024-08-07,1
219,SET369-KR-NP-S,2024-03-20,4
220,J0248-KR-DPT-L,2024-03-23,3
221,JNE3700-KR-XL,2024-02-11,2
222,JNE3532-KR-M,2024-09-29,2
223,JAN8645-DR-XL,2024-07-09,4
224,PJNE3423-KR-5XL,2024-06-21,1
225,SET048-KR-NP-XXXL,2024-01-07,3
226,JAN8663-TP-L,2024-06-03,4
227,J0297-TP-L,2024-01-10,4
228,J0108-SKD-XS,2024-02-03,2
229,JNE3522-KR-L,2024-02-05,3
230,JNE3846-KR-M,2024-01-06,1
231,JNE3829-KR-L,2024-08-02,2
232,J0182-SET-S,2024-05-13,4
233,JNE3719-KR-S,2024-10-11,2
234,JNE3459-KR-XXL,2024-05-05,2
235,SET310-KR-NP-L,2024-12-02,5
236,J0349-SET-XS,2024-06-22,2
237,JNE3728-KR-L,2024-05-31,2
238,BL056-185GOLD,2024-11-26,3
239,J0288-KR-S,2024-01-26,2
240,JAN8611-KR-NP-M,2024-04-24,1
241,JNE3620-KR-XL,2024-10-10,4
242,JNE3504-KR-S,2024-03-15,3
243,J0431-DR-L,2024-06-14,2
244,J0079-SKD-L,2024-07-07,1
245,SET291-KR-PP-XXL,2024-03-18,4
246,JNE3745-KR-XXL,2024-03-30,3
247,NW008-ST-CP-XXL,2024-06-24,1
248,JNE3521-KR-L,2024-01-21,2
249,JNE3611-KR-XS,2024-02-23,5
250,JNE3425-KR-L,2024-07-02,5
251,JNE3796-KR-M,2024-12-24,3
252,J0117-TP-XXL,2024-08-09,1
253,JNE3521-KR-XL,2024-11-10,4
254,JNE3565-KR-L,2024-11-23,1
255,JNE3534-KR-XL,2024-06-27,5
256,SET448-KR-PP-XS,2024-10-02,3
257,SET242-KR-PP-XXL,2024-04-21,2
258,JNE2265-KR-501-XXXL,2024-08-11,1
259,J0091-TP-XXXL,2024-08-01,5
260,NW001-TP-PJ-XL,2024-02-28,4
261,J0188-KR-XXXL,2024-11-22,3
262,JNE2251-KR-537-XXXL,2024-04-18,2
263,SET357-KR-NP-XS,2024-06-05,1
264,JNE3779-KR-L,2024-07-09,4
265,JNE2100-KR-144-L,2024-07-18,2
266,BL107-S,2024-11-07,5
267,JNE3609-KR-L,2024-07-14,5
268,NW027-TP-PJ-XXXL,2024-02-04,4
269,SET449-KR-NP-S,2024-09-02,5
270,JNE3729-KR-XL,2024-08-24,3
271,SET233-KR-PP-S,2024-04-13,4
272,SET404-KR-NP-XXL,2024-01-07,5
273,SET172-KR-PP-L,2024-10-09,1
274,JNE3549-KR-L,2024-01-01,5
275,SET171-KR-NP-XL,2024-08-06,3
276,SET268-KR-NP-XXXL,2024-08-17,2
277,SET014-KR-PP-M,2024-06-20,2
278,J0289-KR-S,2024-03-27,5
279,J0095-SET-S,2024-02-10,2
280,JNE2265-KR-501-XS,2024-05-02,5
281,J0094-KR-L,2024-11-26,3
282,J0307-TP-S,2024-10-24,2
283,JNE2199-KR-411-XS,2024-06-26,1
284,BTM021-L,2024-03-03,5
285,J0004-SKD-XXL,2024-06-13,2
286,JAN8663-TP-L,2024-07-05,3
287,J0020-SET-M,2024-07-27,3
288,JNE3638-KR-XL,2024-08-14,1
289,BL099-XL,2024-02-17,3
290,J0082-TP-XL,2024-08-11,3
291,JAN8614-TP-L,2024-01-03,2
292,JNE3810-KR-XS,2024-06-23,5
293,J0112-TP-XXXL,2024-04-08,4
294,JNE2032-KR-205-M,2024-04-25,3
295,JNE2145-KR-406-XXXL,2024-09-26,3
296,SET287-KR-NP-L,2024-09-09,4
297,J0209-DR-XL,2024-11-12,3
298,JNE3773-KR-M,2024-04-04,2
299,MEN5002-KR-XXXL,2024-09-29,2
300,CH211-BLACK-XXL,2024-01-24,4
301,JNE3703-KR-M,2024-04-25,3
302,J0225-SKD-L,2024-05-30,3
303,J0391-TP-XXL,2024-12-03,5
304,JNE3399-KR-L,2024-02-19,3
305,SET075-KR-DH-XS,2024-07-24,2
306,JNE3429-KR-S,2024-11-30,1
307,J0187-KR-XXXL,2024-03-19,1
308,JAN8620-KR-XXL,2024-03-10,1
309,SET199-KR-NP-XS,2024-01-27,1
310,BL092-XL,2024-09-27,3
311,J0147-SET-M,2024-02-19,3
312,J0035-KR-S,2024-10-18,5
313,SET249-KR-NP-S,2024-09-03,3
314,SET131-KR-NP-L,2024-09-20,1
315,SET014-KR-PP-XXL,2024-03-19,4
316,SAR039,2024-07-08,4
317,JNE3728-KR-XXL,2024-02-16,2
318,JNE3764-KR-XS,2024-12-26,2
319,J0414-DR-XS,2024-12-19,3
320,CH205-YELLOW-S,2024-12-17,4
321,JNE3792-KR-L,2024-07-07,1
322,J0213-TP-L,2024-09-12,1
323,SET351-KR-NP-M,2024-08-09,1
324,NW014-ST-SR-XS,2024-08-28,3
325,JNE3734-KR-L,2024-09-25,3
326,JAN8609-KR-NP-L,2024-01-01,5
327,SET232-KR-PP-XXL,2024-02-03,1
328,JNE3573-KR-XS,2024-03-19,1
329,J0318-KR-L,2024-08-23,3
330,JNE3910-KR-XS,2024-11-29,3
331,SET263-KR-NP-XXXL,2024-12-14,5
332,JNE3521-KR-S,2024-04-07,5
333,SET462-KR-NP-L,2024-03-22,2
334,JNE3794-KR-S,2024-07-10,4
335,JNE3904-DR-XXL,2024-09-09,1
336,JNE3782-KR-XL,2024-02-07,1
337,J0046-TP-S,2024-01-14,5
338,JNE3452-KR-L,2024-12-12,5
339,JNE3373-KR-M,2024-11-05,2
340,CH212-WHITE-XXL,2024-07-27,4
341,J0106-KR-XXL,2024-12-22,2
342,JNE3845-KR-XXL,2024-03-29,4
343,JNE3879-DR-S,2024-02-25,1
344,SET098-KR-PP-XS,2024-04-03,2
345,JNE3573-KR-M,2024-04-02,5
346,JNE3396-KR-XS,2024-12-05,2
347,J0340-TP-M,2024-03-25,2
348,JAN8653-TP-XXL,2024-09-01,1
349,JNE3744-TU-XS,2024-01-22,5
350,JAN8634-KR-NP-M,2024-10-17,5
351,AN201-RED-XXL,2024-09-28,3
352,JNE3662-TP-XL,2024-11-01,3
353,JNE3676-TU-XXL,2024-05-01,3
354,JNE3605-KR-XS,2024-05-07,1
355,J0049-TP-XS,2024-04-22,2
356,NW028-TP-PJ-XS,2024-09-29,5
357,JNE3451-KR-XL,2024-12-01,5
358,NW013-ST-SR-XXXL,2024-05-09,2
359,NW036-ST-SR-L,2024-05-11,5
360,SET232-KR-PP-L,2024-03-25,2
361,MEN5017-KR-XXXL,2024-12-15,1
362,JNE3515-KR-XXXL,2024-03-21,1
363,J0008-SKD-XXXL,2024-11-20,1
364,J0188-KR-XXXL,2024-03-09,2
365,JNE3567-KR-XXL,2024-05-27,2
366,SET285-KR-SHA-XXXL,2024-01-16,4
367,J0042-DR-L,2024-11-02,5
368,JNE3655-TP-L,2024-04-14,5
369,SET393-KR-NP-L,2024-06-13,4
370,SET285-KR-SHA-XL,2024-07-19,4
371,JNE3786-KR-XXL,2024-07-15,1
372,J0419-TP-XL,2024-07-03,4
373,J0108-SKD-L,2024-11-17,2
374,SET131-KR-NP-L,2024-09-21,3
375,J0231-SKD-M,2024-12-28,2
376,J0184-KR-XS,2024-04-09,4
377,J0097-KR-L,2024-12-07,5
378,BTM060-SK-S,2024-11-15,2
379,SET199-KR-NP-XL,2024-08-01,5
380,JNE3665-TP-L,2024-10-04,2
381,CH209-BIEGE-XXL,2024-06-10,5
382,JNE3338-KR-XL,2024-06-05,2
383,SET051-KR-NP-XS,2024-09-07,5
384,JNE2049-KR-351-XL,2024-04-06,3
385,JNE3438-KR-XL,2024-01-18,1
386,J0001-DR-L,2024-11-22,2
387,NW023-ST-SR-S,2024-04-06,3
388,SET254-KR-NP-M,2024-01-01,1
389,JAN8658-KR-S,2024-08-03,2
390,JNE3467-KR-XL,2024-05-11,3
391,J0186-SET-XXXL,2024-09-16,3
392,JNE3065-KR-M,2024-05-04,3
393,SAR096,2024-03-22,4
394,J0395-DR-S,2024-10-09,5
395,JNE3656-TP-XXL,2024-06-19,1
396,J0279-SET-S,2024-02-28,5
397,JNE3905-DR-M,2024-02-01,5
398,J0338-DR-XL,2024-06-09,5
399,JNE3886-KR-M,2024-10-10,3
400,SET058-KR-NP-L,2024-04-15,5
401,JNE3510-KR-L,2024-04-14,4
402,JNE3777-KR-L,2024-08-15,2
403,JNE3925-TU-L,2024-07-06,3
404,J0421-TP-L,2024-03-10,1
405,SET044-KR-NP-XL,2024-11-13,2
406,NW003-TP-PJ-M,2024-10-16,2
407,J0339-DR-XXXL,2024-03-27,2
408,JNE3544-KR-XS,2024-12-27,5
409,J0419-TP-XS,2024-02-25,5
410,SET323-KR-NP-XXL,2024-04-22,3
411,JNE3776-KR-XS,2024-01-13,5
412,SET436-KR-NP-M,2024-01-18,5
413,JNE3847-KR-XXL,2024-06-30,5
414,J0046-TP-L,2024-04-22,3
415,J0188-KR-L,2024-08-16,3
416,MEN5023-KR-XL,2024-06-19,4
417,J0331-KR-L,2024-10-21,4
418,JNE3427-KR-S,2024-07-07,4
419,JNE3633-KR-S,2024-03-19,4
420,J0392-TP-XL,2024-05-25,2
421,JNE3752-KR-XL,2024-06-30,2
422,JNE3691-TU-L,2024-10-12,4
423,SET234-KR-PP-M,2024-09-06,4
424,JNE3718-KR-XXXL,2024-12-19,1
425,JNE3407-KR-XS,2024-11-09,2
426,J0094-KR-XXXL,2024-07-14,1
427,SET185-KR-NP-XXL,2024-11-18,1
428,JNE3487-KR-XXL,2024-03-11,5
429,JNE3445-KR-XL,2024-09-04,3
430,JNE3751-KR-XS,2024-05-25,2
431,JNE2114-KR-340-XL,2024-04-15,4
432,SET394-KR-NP-XXXL,2024-09-19,4
433,J0252-SKD-XXL,2024-10-22,3
434,SET398-KR-PP-L,2024-03-10,2
435,MEN5009-KR-S,2024-07-11,4
436,BTM043-PP-XS,2024-03-08,4
437,SET285-KR-SHA-M,2024-10-31,5
438,SET366-KR-NP-S,2024-02-21,1
439,JNE3423-KR-M,2024-12-28,4
440,JNE1525-KR-UDF19BLACK-S,2024-10-11,2
441,J0041-SET-S,2024-11-29,3
442,SET159-KR-NP-XXL,2024-01-09,5
443,JNE3756-KR-S,2024-09-07,2
444,BTM042-PP-XXXL,2024-11-27,5
445,SET121-KR-NP-XS,2024-10-24,1
446,SET139-KR-PP-M,2024-07-02,4
447,J0024-KR-XXL,2024-06-27,2
448,PJNE3440-KR-5XL,2024-07-16,3
449,SET378-KR-NP-XXL,2024-05-07,1
450,JNE3792-KR-S,2024-01-20,1
451,J0342-TP-L,2024-11-23,5
452,JAN8612-KR-NP-S,2024-03-05,1
453,J0401-DR-XL,2024-06-30,2
454,J0103-SKD-L,2024-08-28,5
455,JNE3439-KR-XL,2024-01-24,1
456,J0171-DR-S,2024-03-23,3
457,JNE3636-KR-S,2024-11-14,2
458,JNE3641-TP-L,2024-07-03,3
459,J0279-SET-XS,2024-11-11,3
460,MEN5019-KR-L,2024-04-08,5
461,SET035-KR-SP-XL,2024-03-02,4
462,JNE2265-KR-501-L,2024-10-12,5
463,JNE3371-KR-XXL,2024-01-22,2
464,JNE3736-KR-XXL,2024-07-30,2
465,JAN8601-KR-XXL,2024-05-05,5
466,JNE3619-KR-XXL,2024-02-11,4
467,JNE3782-KR-M,2024-04-07,5
468,SET363-KR-NP-S,2024-01-31,2
469,J0024-KR-XXL,2024-06-06,4
470,J0140-SET-XXL,2024-04-21,2
471,JNE3520-KR-XXXL,2024-09-03,4
472,J0020-SET-L,2024-05-01,4
473,PSET264-KR-NP-6XL,2024-09-29,5
474,BTM040-PP-XL,2024-10-20,5
475,SET048-KR-NP-XXXL,2024-07-25,5
476,SET247-KR-SHA-S,2024-04-19,4
477,JNE3455-KR-XXL,2024-10-04,4
478,JNE3484-KR-XXXL,2024-02-25,2
479,J0341-DR-XXL,2024-02-26,3
480,J0023-TP-M,2024-10-17,5
481,J0400-DR-XXXL,2024-04-23,2
482,JNE3616-KR-XS,2024-11-03,2
483,JNE3710-DR-XL,2024-12-06,1
484,SET289-KR-NP-S,2024-07-16,5
485,JNE3621-KR-XL,2024-11-16,2
486,SAR110,2024-06-27,1
487,JNE3520-KR-XXL,2024-08-06,5
488,SAR025,2024-10-03,4
489,JNE3727-KR-XL,2024-01-16,1
490,SET156-KR-NP-S,2024-03-01,4
491,JNE3311-KR-XXXL,2024-02-23,3
492,J0110-SKD-XL,2024-06-16,3
493,J0094-KR-S,2024-01-26,3
494,J0281-SKD-XL,2024-12-01,3
495,SET209-KR-PP-S,2024-03-05,2
496,JNE3652-TP-XL,2024-04-09,3
497,JNE3675-TU-S,2024-03-14,2
498,JNE3894-TP-S,2024-07-10,2
499,JNE3564-KR-M,2024-06-19,5
500,SET004-KR-SP-S,2024-09-29,2
501,JNE3680-TU-XL,2024-07-05,2
502,SET390-KR-NP-XXXL,2024-01-23,3
503,JNE3480-KR-XS,2024-06-29,2
504,SET235-KR-PP-XXL,2024-11-22,4
505,MEN5018-KR-M,2024-04-17,3
506,JNE3602-KR-S,2024-11-30,1
507,MEN5006-KR-XL,2024-06-10,3
508,SAR074,2024-10-28,2
509,J0078-SET-XS,2024-07-24,4
510,J0347-SET-L,2024-03-18,3
511,NW032-ST-CP-XXL,2024-01-16,4
512,J0167-KR-M,2024-11-22,1
513,JNE3673-TU-XS,2024-04-05,1
514,J0113-TP-XXXL,2024-05-26,5
515,JNE3849-KR-XXL,2024-01-02,5
516,NW007-ST-CP-XXXL,2024-01-10,3
517,J0381-SKD-S,2024-05-04,5
518,J0166-DR-XXXL,2024-03-21,4
519,JNE3823-KR-XS,2024-05-19,5
520,JNE3719-KR-XS,2024-11-21,4
521,J0140-SET-XXL,2024-05-29,5
522,SET347-KR-NP-XS,2024-10-14,5
523,SET349-KR-NP-M,2024-12-26,5
524,SET094-KR-NP-XL,2024-12-05,2
525,JNE3476-KR-XXXL,2024-05-08,2
526,J0134-SET-XXXL,2024-08-26,5
527,JAN8657-TP-M,2024-02-27,4
528,SET055-KR-NP-XXL,2024-07-16,3
529,JNE2307-KR-572-L,2024-07-29,1
530,J0208-DR-XS,2024-02-14,2
531,JNE3901-KR-L,2024-04-06,5
532,JAN8603-DR-XL,2024-10-05,1
533,JNE3674-TU-XXL,2024-01-23,2
534,JNE3457-KR-XXXL,2024-11-30,3
535,SET388-KR-NP-M,2024-02-13,4
536,JNE3790-KR-XXL,2024-01-27,5
537,JNE3470-KR-S,2024-10-08,3
538,JNE3567-KR-M,2024-04-06,2
539,JNE3602-KR-XXL,2024-02-05,5
540,JNE3359-KR-XL,2024-04-18,1
541,JNE3905-DR-XL,2024-02-24,4
542,SET341-KR-NP-S,2024-07-10,2
543,SET436-KR-NP-L,2024-08-06,4
544,JAN8638-KR-NP-S,2024-07-03,5
545,JNE3892-TP-XXL,2024-03-09,3
546,BTM058-SHA-XXL,2024-11-12,4
547,J0117-TP-M,2024-05-09,1
548,J0165-TP-XS,2024-02-24,2
549,SET135-KR-PP-XL,2024-04-06,1
550,J0041-SET-L,2024-12-01,4
551,J0074-TP-XXL,2024-03-27,3
552,JNE3629-KR-L,2024-10-20,3
553,BL089-L,2024-04-28,1
554,J0262-KR-L,2024-07-26,5
555,JNE3294-KR-XS,2024-11-29,5
556,JNE3850-KR-S,2024-06-02,3
557,J0214-TP-XS,2024-02-04,1
558,JNE3611-KR-XL,2024-03-19,1
559,JNE3456-KR-S,2024-03-07,1
560,JNE3684-TU-XL,2024-12-08,4
561,JNE3827-KR-XL,2024-02-03,5
562,J0123-TP-M,2024-04-06,5
563,JNE2131-KR-A-S,2024-06-17,4
564,JNE3736-KR-XXXL,2024-06-17,2
565,JNE2307-KR-572-L,2024-05-30,4
566,JNE3270-KR-M,2024-03-11,1
567,SET243-KR-PP-M,2024-01-03,4
568,JNE2032-KR-205-XS,2024-11-09,1
569,J0386-KR-XL,2024-02-01,3
570,SET343-KR-NP-XL,2024-10-13,1
571,SET252-KR-PP-XXL,2024-03-22,5
572,PJNE2014-KR-5XL,2024-02-12,4
573,J0139-KR-L,2024-04-14,1
574,JNE3634-KR-XXXL,2024-01-01,2
575,SET326-KR-PP-XXXL,2024-03-01,3
576,SET135-KR-PP-M,2024-09-26,2
577,J0013-SKD-XL,2024-06-28,2
578,JNE3516-KR-S,2024-08-11,2
579,MEN5021-KR-M,2024-01-06,3
580,JNE3363-KR-1032-XXL,2024-04-12,3
581,J0395-DR-XL,2024-01-10,3
582,SET087-KR-PP-XXXL,2024-03-11,3
583,CH205-YELLOW-XXL,2024-03-30,2
584,JNE3619-KR-M,2024-08-13,5
585,JNE3581-KR-XL,2024-06-06,5
586,JNE3375-KR-L,2024-08-15,3
587,JNE3800-KR-L,2024-05-05,4
588,NW039-TP-SR-S,2024-07-27,1
589,SAR170,2024-04-06,4
590,JNE3678-TU-XL,2024-03-14,4
591,JNE3817-KR-XXXL,2024-04-24,4
592,SET216-KR-PP-XXL,2024-07-09,5
593,J0400-DR-XL,2024-06-18,1
594,J0074-TP-L,2024-11-02,4
595,J0172-TP-XXL,2024-07-22,3
596,SET184-KR-PP-XL,2024-02-25,5
597,JNE2014-KR-178-XXL,2024-07-26,3
598,JNE3749-KR-XXL,2024-02-10,3
599,NW028-TP-PJ-XL,2024-02-01,4
600,BTM002-M,2024-01-15,3
601,JNE3577-KR-L,2024-03-02,1
602,J0212-DR-XS,2024-06-03,3
603,AN202-ORANGE-XXL,2024-10-10,4
604,J0431-DR-S,2024-07-27,3
605,SET402-KR-NP-M,2024-11-15,5
606,SET053-KR-NP-S,2024-07-05,5
607,SET055-KR-NP-XS,2024-05-09,5
608,JNE3644-TP-S,2024-05-06,2
609,J0087-TP-XS,2024-10-18,5
610,J0287-KR-L,2024-04-23,5
611,SET304-KR-DPT-XXL,2024-07-17,2
612,SET073-KR-SHA-XXL,2024-01-13,5
613,JNE3453-KR-XXL,2024-09-27,4
614,JNE3412-KR-S,2024-03-29,5
615,NW014-ST-SR-XL,2024-08-02,5
